collection_title,collection_description,accessRights,data_owner,description,title,titleAbr,language,issued,modified,publisher,publisherAbr,landingPage,downloadURL,contactPoint,identifier,data_type,study_type,study_subtype,topic,keyword,division,citation_requirements,gYearMonth,gYear,accrualPeriodicity,LocationType,idRegion,idCountry,idCountryAbr,idSubregion,datadescription:dictionary,sampledesign,representativeness,sampling_procedure,weighting,txtpanel,txtRound,txtCoverage,intHogs,intPers,intHogsexp,intPersexp,lnkQuest,lnkManual,lnkOther,lnkAll,lnkMerged,lnkOriginal,InkHarmonized
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Hogares de Propósitos Múltiples,EHPM,Spanish,1992,NA,Unidad de Investigaciones Muestrales,UIM,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,NA,National,CID,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,m10-1991_m3-1992,Nacional,18955,90624,NA,NA,NA,\\Sdssrv03\surveys\survey\SLV\EHPM\1992\m10-1991_m3-1992\docs,NA,\\Sdssrv03\surveys/survey/SLV/1992/m10-1991_m3-1992,\\Sdssrv03\surveys/survey/SLV/1992/m10-1991_m3-1992/data_merge,\\Sdssrv03\surveys/survey/SLV/EHPM/1992/m10-1991_m3-1992/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Permanente de Hogares de Propósitos Múltiples,EPHPM,Spanish,1992,NA,Dirección General de Estadistica y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Mensual,National,CID,Honduras,HND,NA,NA,NA,NA,NA,NA,NA,m3,Nacional,4464,23311,NA,NA,NA,\\Sdssrv03\surveys\survey\HND\EPHPM\1992\m3\docs,NA,\\Sdssrv03\surveys\survey\HND\EPHPM\1992\m3,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Permanente de Hogares de Propósitos Múltiples,EPHPM,Spanish,1992,NA,Dirección General de Estadistica y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,NA,National,CID,Honduras,HND,NA,NA,NA,NA,NA,NA,NA,m9,Nacional,4757,24704,NA,NA,NA,\\Sdssrv03\surveys\survey\HND\EPHPM\1992\m9\docs,NA,\\Sdssrv03\surveys\survey\HND\EPHPM\1992\m9,\\Sdssrv03\surveys\survey\HND\EPHPM\1992\m9\data_merge,\\Sdssrv03\surveys/survey/HND/EPHPM/1992/m9/data_orig,\\Sdssrv03\surveys/harmonized/HND/EPHPM/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Labour Force Survey,LFS,English,1992,NA,NA,NA,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Mensual,National,CCB,Jamaica,JAM,NA,NA,NA,NA,NA,NA,NA,m4,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Labour Force Survey,LFS,English,1992,NA,Statistical Institute and Planning Institute of Jamaica,"STATIN,PIOJ",NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,NA,National,CCB,Jamaica,JAM,NA,NA,NA,NA,NA,NA,NA,m5,Nacional,3425,13576,na,na,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/harmonized/JAM/LFS/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Survey of Living Conditions,SLC,English,1992,NA,Statistical Institute and Planning Institute of Jamaica,"STATIN,PIOJ",NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Mensual,National,CCB,Jamaica,JAM,NA,NA,NA,NA,NA,NA,NA,m8,Nacional,4485,18250,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Micronegocios,ENAMIN,Spanish,1992,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Trimestral,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,m1_m4,Nacional,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\MEX\ENAMIN\1992\m1_m4\docs,NA,\\Sdssrv03\surveys/survey/MEX/1992/m1_m4,NA,\\Sdssrv03\surveys/survey/MEX/1992/m1_m4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional sobre Ingresos y Gastos de los Hogares,ENIGH,Spanish,1992,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,NA,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,m8_m11,Nacional,10530,50862,NA,NA,NA,\\Sdssrv03\surveys\survey\MEX\ENIGH\1992\m8_m11\docs,NA,\\Sdssrv03\surveys\survey\MEX\ENIGH\1992\m8_m11,\\Sdssrv03\surveys\survey\MEX\1992\m8_m11\data_orig,\\Sdssrv03\surveys/survey/MEX/ENIGH/1992/m8_m11/data_orig,\\Sdssrv03\surveys/harmonized/MEX/ENIGH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Empleo Urbano,ENEU,Spanish,1992,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Trimestral,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,t1,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Empleo Urbano,ENEU,Spanish,1992,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Trimestral,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,t2,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Empleo Urbano,ENEU,Spanish,1992,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Trimestral,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,t3,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Empleo Urbano,ENEU,Spanish,1992,NA,Instituto Nacional de Estadística Geografica e Informática,INEGI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Trimestral,National,CID,México,MEX,NA,NA,NA,NA,NA,NA,NA,t4,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Censo,Census,Spanish,1992,NA,NA,NA,NA,NA,NA,NA,Microdata,Census,Cross-sectional,Census,NA,SCL,NA,NA,1992,NA,National,CSC,Paraguay,PRY,NA,NA,NA,NA,NA,NA,NA,a,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Hogares por Muestra -Mano de obra,EHM,Spanish,1992,NA,Dirección General de Estadística Y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,NA,National,CSC,Paraguay,PRY,NA,NA,NA,NA,NA,NA,NA,m11_m12,Nacional,947,4309,242983,1101721,NA,NA,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1992/m11_m12,NA,\\Sdssrv03\surveys/survey/PRY/EHM/1992/m11_m12/data_orig,\\Sdssrv03\surveys/harmonized/PRY/EHM/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,?,SLC,Spanish,1992,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,NA,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,m5_m6,Nacional,1453,6220,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,1992,NA,Instituto Nacional de Estadísticas e Informática,INEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Semestral,National,CAN,Perú,PER,NA,NA,NA,NA,NA,NA,NA,s2,Nacional,9282,29927,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Fuerza de Trabajo,ENFT,Spanish,1992,NA,Banco Central de la Republica Dominicana,BCRD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Mensual,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,m1,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Fuerza de Trabajo,ENFT,Spanish,1992,NA,Banco Central de la Republica Dominicana,BCRD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Mensual,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,m10,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Fuerza de Trabajo,ENFT,Spanish,1992,NA,Banco Central de la Republica Dominicana,BCRD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Mensual,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,m4,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Fuerza de Trabajo,ENFT,Spanish,1992,NA,Banco Central de la Republica Dominicana,BCRD,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Mensual,National,CID,República Dominicana,DOM,NA,NA,NA,NA,NA,NA,NA,m7,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Survey of Living Conditions,SLC,English,1992,NA,NA,NA,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,NA,National,CCB,Trinidad y Tobago,TTO,NA,NA,NA,NA,NA,NA,NA,m5_m6,Nacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/TTO/1992/m5_m6/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Continua de Hogares,ECH,Spanish,1992,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,NA,National,CSC,Uruguay,URY,NA,NA,NA,NA,NA,NA,NA,s2,Nacional,9282,29927,NA,NA,NA,\\Sdssrv03\surveys\survey\URY\ECH\1992\s2\docs,NA,\\Sdssrv03\surveys/survey/URY/ECH/1992/s2,NA,\\Sdssrv03\surveys/survey/URY/ECH/1992/s2/data_orig,\\Sdssrv03\surveys/harmonized/URY/ECH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Encuesta de Hogares por Muestreo,EHM,Spanish,1992,NA,Oficina Central de Estadística e Informática,OCEI,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1992,Semestral,National,CAN,Venezuela,VEN,NA,NA,NA,NA,NA,NA,NA,s2,Nacional,62775,315660,NA,NA,NA,no hay documentos,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Puntual,EPHP,Spanish,1993,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Bi-anual,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,m10,17 Aglomerados urbanos,NA,73960,NA,NA,NA,na,NA,\\Sdssrv03\surveys/survey/ARG/EPHP/1993/m10,\\Sdssrv03\surveys\survey\ARG\EPHP\1993\m10\data_merge,\\Sdssrv03\surveys/survey/ARG/EPHP/1993/m10/data_orig,\\Sdssrv03\surveys/harmonized/ARG/EPHP/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Puntual,EPHP,Spanish,1993,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,m5,# Aglomerados urbanos,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\ARG\EPHP\1993\m5\docs,NA,\\Sdssrv03\surveys/survey/ARG/EPHP/1993/m5,falta crear,\\Sdssrv03\surveys/survey/ARG/EPHP/1993/m5/data_orig,\\Sdssrv03\surveys/harmonized/ARG/EPHP/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Public Data,NA,NA,Encuesta Permanente de Hogares - Puntual,EPHP,Spanish,1993,NA,Instituto Nacional de Estadísticas y Censos,INDEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Argentina,ARG,NA,NA,NA,NA,NA,NA,NA,m5,Gran Buenos Aires,3252,11495,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/ARG/EPHP/1993/m5,NA,\\Sdssrv03\surveys/survey/ARG/EPHP/1993/m5/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Labor Force Survey,LFS,English,1993,NA,Central Statistical Office,CSO,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CID,Belize,BLZ,NA,NA,NA,NA,NA,NA,NA,m4,Nacional,2999,14566,NA,NA,NA,\\Sdssrv03\surveys\survey\BLZ\LFS\1993\m4\docs,NA,NA,\\Sdssrv03\surveys\survey\BLZ\1993\m4\data_orig,\\Sdssrv03\surveys/survey/BLZ/LFS/1993/m4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Integrada de Hogares,EIH,Spanish,1993,NA,Instituto Nacional de Estadística,INE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,NA,National,CAN,Bolivia,BOL,NA,NA,NA,NA,NA,NA,NA,m11,Urbana,4297,20160,NA,NA,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1993\m11\docs,NA,\\Sdssrv03\surveys\survey\BOL\EIH\1993\m11,\\Sdssrv03\surveys\survey\BOL\1993\m11\data_orig,\\Sdssrv03\surveys/survey/BOL/EIH/1993/m11/data_orig,\\Sdssrv03\surveys/harmonized/BOL/EIH/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Anual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,a,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/a,NA,\\Sdssrv03\surveys/survey/BRA/1993/a/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m1,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m1,NA,\\Sdssrv03\surveys/survey/BRA/1993/m1/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m10,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m10,NA,\\Sdssrv03\surveys/survey/BRA/1993/m10/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m11,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m11,NA,\\Sdssrv03\surveys/survey/BRA/1993/m11/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m12,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m12,NA,\\Sdssrv03\surveys/survey/BRA/1993/m12/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m2,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m2,NA,\\Sdssrv03\surveys/survey/BRA/1993/m2/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m3,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m3,NA,\\Sdssrv03\surveys/survey/BRA/1993/m3/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m4,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m4,NA,\\Sdssrv03\surveys/survey/BRA/1993/m4/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m5,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m5,NA,\\Sdssrv03\surveys/survey/BRA/1993/m5/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m6,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m6,NA,\\Sdssrv03\surveys/survey/BRA/1993/m6/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m7,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m7,NA,\\Sdssrv03\surveys/survey/BRA/1993/m7/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m8,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m8,NA,\\Sdssrv03\surveys/survey/BRA/1993/m8/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,"NA",NA,NA,Pesquisa Nacional por Amostra de Domicilio,PNAD,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,NA,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m9,Nacional,96307,324153,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\BRA\PNAD\1993\m9,NA,\\Sdssrv03\surveys/survey/BRA/PNAD/1993/m9/data_orig,\\Sdssrv03\surveys/harmonized/BRA/PNAD/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,Restricted Data,NA,NA,Pesquisa Mensal de Emprego,PME,Portugues,1993,NA,Instituto Brasileiro de Geografia e Estatistica,IBGE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Mensual,National,CSC,Brasil,BRA,NA,NA,NA,NA,NA,NA,NA,m9,6 regiones metropolitanas,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/BRA/1993/m9,NA,\\Sdssrv03\surveys/survey/BRA/1993/m9/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Calidad de Vida,ENCV,Spanish,1993,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,Anual,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,a,Nacional,24407,113043,NA,NA,NA,NA,NA,NA,NA,NA,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta Nacional de Hogares-Fuerza de Trabajo,ENH-FT,Spanish,1993,NA,Departamento Administativo Nacional de Estadistica,DANE,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,NA,National,CAN,Colombia,COL,NA,NA,NA,NA,NA,NA,NA,m9,Urbana,NA,NA,NA,NA,NA,NA,NA,\\Sdssrv03\surveys/survey/COL/1993/m9,NA,\\Sdssrv03\surveys/survey/COL/1993/m9/data_orig,\\Sdssrv03\surveys/harmonized/COL/ENH-FT/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Hogares de Propósitos Múltiples,EHPM,Spanish,1993,NA,Dirección General de Estadística y Censos,DGEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,NA,National,CID,Costa Rica,CRI,NA,NA,NA,NA,NA,NA,NA,m7,Nacional,8696,37703,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\CRI\EHPM\1993\m7,NA,\\Sdssrv03\surveys/survey/CRI/EHPM/1993/m7/data_orig,\\Sdssrv03\surveys/harmonized/CRI/EHPM/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,"Encuesta Periódica de Empleo, Desempleo y Subempleo",ENEMDU,Spanish,1993,NA,Instituto Nacional de Estadisticas y Censos,INEC,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,NA,National,CAN,Ecuador,ECU,NA,NA,NA,NA,NA,NA,NA,m11,Urbana,4088,19347,NA,NA,NA,NA,NA,\\Sdssrv03\surveys\survey\ECU\ENEMDU\1993\m11,NA,\\Sdssrv03\surveys/survey/ECU/ENEMDU/1993/m11/data_orig,\\Sdssrv03\surveys/harmonized/ECU/ENEMDU/data_arm
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Encuesta de Hogares de Propósitos Múltiples,EHPM,Spanish,1993,NA,Unidad de Investigaciones Muestrales,UIM,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,NA,National,CID,El Salvador,SLV,NA,NA,NA,NA,NA,NA,NA,m10-1992_m4-1993,Nacional,18055,85654,NA,NA,NA,\\Sdssrv03\surveys\survey\SLV\EHPM\1993\m10-1992_m4-1993\docs,NA,\\Sdssrv03\surveys/survey/SLV/1993/m10-1992_m4-1993,\\Sdssrv03\surveys/survey/SLV/1993/m10-1992_m4-1993/data_merge,\\Sdssrv03\surveys/survey/SLV/EHPM/1993/m10-1992_m4-1993/data_orig,NA
Censos y encuestas harmonizadas,Censos y encuestas harmonizadas,NA,NA,NA,Living Standards Measurement Survey,LSMS,English,1993,NA,NA,GBS,NA,NA,NA,NA,Microdata,Survey,"NA",Survey,NA,SCL,NA,NA,1993,NA,National,CCB,Guyana,GUY,NA,NA,NA,NA,NA,NA,NA,a,Nacional,1778,7691,NA,NA,NA,NA,NA,NA,NA,NA,NA
